x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
-241.49059050704818,681.3429104182869,38.785610685870054,103.15129817861208,10.247956055966615,0,3,0,0,0
-241.63045957311988,680.3282154742628,38.79866718389094,103.15118617318694,10.254569042376762,0,3,0,0,0
-241.77071097755106,679.3126457240433,38.80808511916548,103.1510738525486,10.26681942149521,0,3,0,0,0
-241.9115285492735,678.2963117845356,38.8153898332268,103.15096106317993,10.27738384701936,0,3,0,0,0
-242.0528460580972,677.2786054778844,38.82160287424922,103.1508478630066,10.288887138357682,0,3,0,0,0
-242.19451678125188,676.2598932310939,38.82831210065633,103.15073437246228,10.29994463587062,0,3,0,0,0
-242.3362677489058,675.2402439191937,38.835969266295436,103.15062081960829,10.308139290883856,0,3,0,0,0
-242.4784207693301,674.2192495912313,38.84210479706526,103.15050693730873,10.327068608136894,0,3,0,0,0
-242.62030274036806,673.1964929904789,38.84529216196388,103.15039328907747,10.343929627351262,0,3,0,0,0
-242.76289941271534,672.1716758776456,38.843289618194106,103.15027905426427,10.368865465503909,0,3,0,0,0
-242.90574630413903,671.1450092867017,38.839994720928374,103.15016461888861,10.382289382830892,0,3,0,0,0
-243.0482200413826,670.1170252319425,38.83895265478641,103.1500505011538,10.400685925457868,0,3,0,0,0
-243.19119843060616,669.087305537425,38.84001258928329,103.14993596987065,10.416487837378181,0,3,0,0,0
-243.33466473093722,668.0560002103448,38.840454010106626,103.149821039151,10.432619096152086,0,3,0,0,0
-243.47807170421584,667.0234106387943,38.83689305633307,103.14970616358173,10.43894479091226,0,3,0,0,0
-243.62106777227018,665.9911110922694,38.82884608842433,103.14959162945641,10.428813704794186,0,3,0,0,0
-243.76391272048932,664.9599971706048,38.81834120471031,103.14947721567572,10.41370224026351,0,3,0,0,0
-243.90669594559586,663.9310543024912,38.80943100508303,103.14936284350551,10.384968388133267,0,3,0,0,0
-244.0498073719791,662.9055157089606,38.80298655275256,103.1492481818823,10.346235325312389,0,3,0,0,0
-244.1929375420441,661.8852038970217,38.79698050003499,103.14913347993937,10.287325035879215,0,3,0,0,0
-244.33609659288777,660.8695289390162,38.78684119023383,103.14901873287991,10.252439469716997,0,3,0,0,0
