x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
-241.31694190803682,900.4707424473017,34.7134724508971,103.15043260527032,3.877978925352351,0,2,0,0,0
-240.78940699674422,899.6057693790644,34.71154685113579,103.15087665150011,3.893990299611882,0,2,0,0,0
-240.28367300250102,898.7232143329456,34.713231979683044,103.1513025931514,3.9057272716252758,0,2,0,0,0
-239.80035885673715,897.8286628788337,34.718684221431616,103.15170988818754,3.924025473217653,0,2,0,0,0
-239.32140029250877,896.9244055217132,34.72675369102508,103.15211359510786,3.934422434178795,0,2,0,0,0
-238.86803511588369,896.008656334132,34.73172377217561,103.15249600600745,3.937885880453862,0,2,0,0,0
-238.39454745850526,895.1017677923664,34.734390632994476,103.15289516165102,3.945059949812826,0,2,0,0,0
-237.92488871439127,894.1918861810118,34.717517181113365,103.15329113741811,3.9168286189068295,0,2,0,0,0
-237.46039873739937,893.2857028255239,34.755391974747184,103.15368278490415,3.9217765308858024,0,2,0,0,0
-236.9659256353043,892.3944677896798,34.74946793429554,103.15409937491512,3.917325397858052,0,2,0,0,0
-236.45945809455588,891.5107945175841,34.77423928380013,103.15452593573902,3.919136957885644,0,2,0,0,0
-235.9141764768283,890.6493310360238,34.78483227994293,103.15498477228962,3.9257477720813876,0,2,0,0,0
-235.3463635292137,889.7997389147058,34.794005319289866,103.15546234978949,3.931626195821567,0,3,0,0,0
-234.75071348890197,888.9677969338372,34.80475270170719,103.15596306723944,3.9407984010662256,0,3,0,0,0
-234.13662263395963,888.1533728493378,34.811481341533366,103.15647908676905,3.9033204827244496,0,3,0,0,0
-233.51683270878857,887.3657014230266,34.819660406373444,103.15699973782974,3.826765645797647,0,3,0,0,0
-232.84563218633411,886.5486816726625,34.82339823599905,103.15756341020561,3.737984709105372,0,3,0,0,0
-232.18401849869406,885.7667747763917,34.83180191256106,103.15811892353256,3.5826743629306583,0,3,0,0,0
-231.50544195220573,884.9895228045061,34.83884896039963,103.15868856586829,3.2966687896275753,0,3,0,0,0
-230.81473664107034,884.2161711556837,34.84777366630733,103.15926830816332,2.79048611014721,0,3,0,0,0
-230.1177258155658,883.4528049221262,34.850909082964066,103.15985326461596,2.236782849076858,0,3,0,0,0
-229.41757290641544,882.6985559361055,34.856555115245285,103.16044080032825,1.5862677293507825,0,3,0,0,0
-228.7557822082308,881.9477436300367,34.82424922268838,103.16099631943109,0.2676319583444603,0,1,0,0,0
-228.09227568021743,881.1988378874958,34.83337241765112,103.16155326156051,1.787231207750107,0,1,0,0,0
-227.41954110370716,880.4536224938929,34.83863813504577,103.16211788461409,2.561358955333573,0,1,0,0,0
-226.7160354683292,879.6857987875119,34.83825193047524,103.16270828099634,3.2048426536754655,0,1,0,0,0
-226.00747434911318,878.9237993117422,34.84284189511091,103.16330286790922,3.7065078314475466,0,1,0,0,0
-225.31214331486262,878.1847671242431,34.850403065606955,103.16388631290647,4.079118578470898,0,1,0,0,0
-224.59073248918867,877.4611965054646,34.851761575602,103.16449144244443,4.423572506710169,0,1,0,0,0
-223.85938708676258,876.7692471006885,34.85216473024339,103.16510471321475,4.7183990578717525,0,1,0,0,0
-223.05527692247415,876.0633473275229,34.86326262429357,103.16577874823436,5.005838792150755,0,1,0,0,0
-222.25756459118566,875.4156910115853,34.86518035717309,103.16644717739753,5.262652937912096,0,1,0,0,0
-221.40234718902502,874.7634854158387,34.86523617319763,103.16716359817634,5.487824012314127,0,1,0,0,0
-220.59175036015222,874.1674843169749,34.8707874275744,103.16784253776171,5.686941681638941,0,1,0,0,0
-219.74194329296006,873.5667769340798,34.87264806572348,103.16855420776778,5.8708199140847945,0,1,0,0,0
-218.85909525380703,872.9587839655578,34.86971021797508,103.16929347424063,6.022086096375486,0,1,0,0,0
-217.9679667498567,872.3348919823766,34.87025134339929,103.17003972181661,6.047645621460001,0,1,0,0,0
-217.07697209354956,871.7155849533156,34.88554269336164,103.17078583683902,6.009615260631541,0,1,0,0,0
-216.20356575818732,871.0883257389069,34.90139008201659,103.1715173169282,5.935798038179952,0,1,0,0,0
-215.35849325015442,870.4475878076628,34.904941216856244,103.17222522414053,5.839589937717214,0,1,0,0,0
-214.54634456743952,869.793671971187,34.9110731266439,103.17290572784512,5.707346583063597,0,1,0,0,0
-213.7735767356935,869.1374328294769,34.92099483571947,103.17355339126625,5.509459610383316,0,1,0,0,0
-212.96916644705925,868.4166750898585,34.925489113479856,103.17422774933908,5.242328717049237,0,1,0,0,0
-212.22615947626764,867.7178074261174,34.9297974023968,103.17485078425545,4.913353768993405,0,1,0,0,0
-211.48161231161794,866.9933000123128,34.94088472500444,103.17547522289942,4.48889597259692,0,1,0,0,0
-210.7591001795372,866.2731861583889,34.94689787719399,103.1760812602642,3.9962215949970687,0,1,0,0,0
-210.02879695472075,865.5306313848123,34.95364419538528,103.17669390077575,3.434665516585546,0,2,0,0,0
-209.294410182687,864.7748187510297,34.96590033248067,103.17731000942817,2.751452828051036,0,2,0,0,0
-208.5815780176199,864.0339643992484,34.97067298907787,103.17790806863431,1.9763274240846354,0,2,0,0,0
-207.88531990355114,863.3048620382324,34.97934627514333,103.17849224786737,1.5242824971055255,0,2,0,0,0
-207.18798204988707,862.5580466752872,34.98594562504441,103.17907740992393,1.4430745155508307,0,2,0,0,0
-206.50370948633645,861.8154232045636,34.987900007329884,103.1796516541653,2.0188170248921735,0,2,0,0,0
-205.8048374117352,861.0492525668815,34.9992233755067,103.18023818617533,2.6653602580658142,0,2,0,0,0
-205.10627954930533,860.281977600418,35.010173657722774,103.18082446172978,3.0967045721428663,0,2,0,0,0
-204.3992110946565,859.5033117597923,35.020642719045284,103.18141788953508,3.48624388698394,0,2,0,0,0
-203.71293896669522,858.7462006509304,35.02935414742679,103.1819938698312,3.826213362317869,0,2,0,0,0
-203.01934469823027,857.9807292511687,35.0415572186932,103.18257599732624,4.138899450790452,0,2,0,0,0
-202.33161255304003,857.2217985261232,35.05064638685435,103.1831532046076,4.412143436410073,0,2,0,0,0
-201.59730030753417,856.4191364906728,35.06044627148658,103.18376947092474,4.68626318251308,0,2,0,0,0
-200.88625806727214,855.6405582800508,35.067403263226154,103.18436621497415,4.926505851007294,0,2,0,0,0
-200.20890738087473,854.8991598095745,35.07532705254853,103.18493468187167,5.1425887773749865,0,2,0,0,0
-199.5027448758483,854.1273952079937,35.081912198849025,103.18552732427054,5.343455297028649,0,2,0,0,0
-198.7701955625089,853.3244763268158,35.08968521356583,103.18614212262241,5.54767063544531,0,2,0,0,0
-198.08726225950522,852.5765053071082,35.096214559674266,103.18671527814367,5.721788457973072,0,2,0,0,0
-197.3829201728222,851.8055157242343,35.10187397785485,103.18730639930388,5.889130026258755,0,2,0,0,0
-196.66369599453174,851.0142586315051,35.115379663929346,103.18791002902744,6.002930380148227,0,2,0,0,0
-195.93423539056676,850.2117133382708,35.12556375730783,103.18852225020538,6.049384424757756,0,2,0,0,0
-195.20547148917103,849.4042352307588,35.133886620216074,103.1891339137565,6.0455775385054675,0,2,0,0,0
-194.48128628410632,848.5970660112798,35.144771970622244,103.18974175646494,6.031226459184698,0,2,0,0,0
-193.75810532597825,847.7847656654194,35.15405902527273,103.19034878550553,6.092646552467777,0,2,0,0,0
-193.0287226852961,846.9552365615964,35.160962492972615,103.1909610680471,6.213642774770877,0,2,0,0,0
-192.37113489490002,846.1971772843972,35.17144287079573,103.19151312955587,6.362593411177258,0,2,0,0,0
-191.70073143357877,845.4108586544171,35.1815330458805,103.19207601306837,6.567297570851687,0,2,0,0,0
-191.01913597341627,844.5989845013246,35.19497249629349,103.192648351107,6.675962348720421,0,2,0,0,0
-190.340181090869,843.7758326698095,35.214411764219406,103.19321853882158,6.66715731751122,0,2,0,0,0
-189.67686040850822,842.9445962766185,35.223723537102344,103.1937757225613,6.636311770198241,0,2,0,0,0
-189.0342648763326,842.1059335144237,35.22541861403734,103.19431565177725,6.579397049924637,0,2,0,0,0
-188.4182831873768,841.2602082611993,35.23255488909781,103.19483341328858,6.511845971541462,0,2,0,0,0
-187.8328758276184,840.4061128972098,35.241275038383904,103.19532570859171,6.439478051117394,0,2,0,0,0
-187.2844498399063,839.5418536867946,35.24563036281616,103.19578720163439,6.365255860924917,0,2,0,0,0
-186.77747956832172,838.6657284423709,35.25273357126862,103.19621416767946,6.290093511164095,0,2,0,0,0
-186.30880583421094,837.7814396107569,35.26762549467385,103.19660922497222,6.2174138161448225,0,2,0,0,0
-185.8342320669908,836.7754001533613,35.274376288801434,103.19700976765806,6.138851273457804,0,2,0,0,0
-185.41671535215573,835.7588595943525,35.27187073770911,103.19736276240127,6.062634365154632,0,2,0,0,0
-185.05329268565401,834.737352617085,35.278460345044735,103.19767065527688,5.979618541346377,0,2,0,0,0
-184.7468735462171,833.713061997667,35.29267525840551,103.19793100901238,5.8954201634033065,0,2,0,0,0
-184.494223753165,832.6873800978065,35.30649244487286,103.19814651547108,5.807935608674086,0,2,0,0,0
-184.29798408679198,831.6637300215662,35.32650520727039,103.1983149552511,5.740497295540874,0,2,0,0,0
-184.15354822290828,830.6412386903539,35.349210570380095,103.19844017535516,5.7016674466942945,0,2,0,0,0
-184.06261762039503,829.6173746399581,35.370898365788165,103.19852076759213,5.6831560032624395,0,2,0,0,0
-184.0306821646518,828.5928350798786,35.39472747948021,103.19855214960444,5.67455305031364,0,2,0,0,0
-184.0512998897466,827.5672007529065,35.418965947628024,103.19853969687516,5.679519483252888,0,2,0,0,0
-184.12916981813032,826.5415159603581,35.44280376452953,103.19847948437373,5.692460280432703,0,2,0,0,0
-184.26314103486948,825.5178641248494,35.46711099408567,103.19837246313239,5.721376966917322,0,3,0,0,0
-184.45398805680452,824.4968384876847,35.486141215823594,103.19821798370964,5.76533388628821,0,3,0,0,0
-184.70030705118552,823.4797378424555,35.50451957508922,103.19801721116502,5.808349720603852,0,3,0,0,0
-185.00158518983517,822.4695910448208,35.52511133514345,103.19777055943635,5.855487007847174,0,3,0,0,0
-185.3545041923644,821.4667974598706,35.54406379144639,103.1974807947978,5.913285140015002,0,3,0,0,0
-185.76059236115543,820.4717051517218,35.55969171114266,103.1971466403245,5.9944265225097455,0,3,0,0,0
-186.21587042475585,819.4825008725747,35.57718496471644,103.19677142433873,6.075170437746581,0,3,0,0,0
-186.71984988905024,818.4950883565471,35.59887394104153,103.19635557306168,6.214504751346062,0,1,0,0,0
-187.21401857584715,817.618424963206,35.61544275078923,103.19594739284341,6.330374485500797,0,1,0,0,0
-187.74337949289475,816.7437253361568,35.64064106512815,103.1955098461713,6.424790327295378,0,1,0,0,0
-188.30583624122664,815.8708697464317,35.66474672760815,103.19504468224314,6.536195276562213,0,1,0,0,0
-188.90604279650142,815.000970239751,35.67723448369652,103.19454801317939,6.657047657139335,0,1,0,0,0
-189.5401811566553,814.1325863525271,35.691065420210364,103.19402303072806,6.767809675080955,0,1,0,0,0
-190.19980254786788,813.2596573149785,35.722775815799835,103.19347681091168,6.89692846329987,0,1,0,0,0
-190.89234479155857,812.3836819883436,35.75311136506498,103.19290314222334,7.046878918012583,0,1,0,0,0
-191.62077153642895,811.5056645059958,35.77694639731199,103.19229954779014,7.196185163013196,0,1,0,0,0
-192.2800993201672,810.7318830871955,35.80362224001438,103.19175311323269,7.322694322515175,0,1,0,0,0
-192.96000064985128,809.9526196494699,35.83247502874583,103.19118954124716,7.454002492849949,0,1,0,0,0
-193.66306137200445,809.1695316089317,35.857689298503104,103.19060666735226,7.5809073354310135,0,1,0,0,0
-194.38706870086025,808.380881883204,35.8799257081002,103.19000634464903,7.713765678690206,0,1,0,0,0
-195.12910028849728,807.5846832869574,35.903531855717304,103.18939102074226,7.836236430843973,0,1,0,0,0
-195.88871344801737,806.7803577631712,35.92930202260614,103.1887610673884,7.97174079510733,0,1,0,0,0
-196.66544222849188,805.9665447017178,35.95372883304954,103.18811687984261,8.101202699392397,0,1,0,0,0
-197.45728442876134,805.1418199976906,35.975495925918224,103.18746013455599,8.239944976212723,0,1,0,0,0
-198.26160117518157,804.3039742568508,35.995409043319526,103.18679304302019,8.364453060794276,0,1,0,0,0
-198.95683230174473,803.572534404695,36.01460107956082,103.18621645919426,8.46591240194631,0,1,0,0,0
-199.65647413645638,802.8295316910371,36.03812614902854,103.18563624889185,8.555634193732214,0,1,0,0,0
-200.35868719680002,802.0741956550628,36.06463038995862,103.18505395050087,8.644132893047479,0,1,0,0,0
-201.0602353141876,801.3040745584294,36.09175221230835,103.1844722749995,8.72928667636937,0,1,0,0,0
-201.75833266280824,800.5175142362714,36.11909418720752,103.18389355367523,8.812315623673985,0,1,0,0,0
-202.452461194247,799.7142345486209,36.14643140397966,103.18331822021929,8.89523701078521,0,1,0,0,0
-203.13978165772278,798.8941159900278,36.17427119780332,103.18274864358459,8.966686334667163,0,1,0,0,0
-203.81919189635664,798.0580068565905,36.2056264679879,103.18218573930608,9.026971266338359,0,1,0,0,0
-204.49182866240153,797.2060479717329,36.23970486111939,103.18162855829385,9.101579278870373,0,1,0,0,0
-205.15728177665733,796.338220921345,36.27204033248127,103.1810774432016,9.168161430998769,0,1,0,0,0
-205.81588772172108,795.4551610834897,36.30226837079972,103.18053210994326,9.233317632084184,0,1,0,0,0
-206.46794497751398,794.5572498701513,36.32826768495143,103.1799923080768,9.296488297663014,0,1,0,0,0
-207.1140343643492,793.645995025523,36.35342628397048,103.1794575456936,9.354125245339379,0,1,0,0,0
-207.7531151906005,792.7221932904795,36.382480243034664,103.17892868800486,9.402028453850802,0,1,0,0,0
-208.3857471458614,791.7860643742606,36.412610062211755,103.17840526628393,9.462203061279142,0,1,0,0,0
-209.01167944812914,790.8374018315226,36.44105316027999,103.17788749112106,9.5175414414003,0,1,0,0,0
-209.63326641492313,789.8776636039838,36.46753994915635,103.17737339166119,9.576979658361859,0,1,0,0,0
-210.25044406723464,788.9070490924641,36.494633296318355,103.17686302056461,9.629319589769432,0,1,0,0,0
-210.86286337609636,787.9253329997882,36.520287078619006,103.17635666957042,9.68687827815117,0,1,0,0,0
-211.47099221049575,786.9328812938184,36.544271243549886,103.17585394757926,9.74665966324288,0,1,0,0,0
-212.075850117777,785.9296587668359,36.56684972979129,103.17535400294786,9.808859623303244,0,1,0,0,0
-212.67737453937298,784.915021664463,36.58957496825606,103.1748568920216,9.878775734389263,0,1,0,0,0
-213.2762024573749,783.8888982543722,36.61248326376081,103.17436208295543,9.950908932719901,0,1,0,0,0
-213.87118641816778,782.8512488268316,36.63732972070575,103.17387053376503,10.02290820522893,0,1,0,0,0
-214.36468942416832,781.977302650921,36.65816008280963,103.17346288430728,10.086808371090921,0,1,0,0,0
-214.85599284840282,781.0947557436302,36.678891386650506,103.17305710941747,10.150892842770109,0,1,0,0,0
-215.34512106864713,780.2036335626617,36.6992161737755,103.17265318855895,10.20989449025798,0,1,0,0,0
-215.8326048544841,779.3042442202568,36.71933106500656,103.17225067741259,10.277738343985547,0,1,0,0,0
-216.3189389256877,778.3969426658005,36.73991132695228,103.17184916151533,10.342991038628295,0,1,0,0,0
-216.80554608430248,777.4829614721239,36.76175531912595,103.17144744840475,10.402370564302567,0,1,0,0,0
-217.29182823718293,776.5617670379579,36.78351434208453,103.17104603964532,10.46096920714559,0,1,0,0,0
-217.77887508959975,775.6340659828857,36.80473626293242,103.17064402277384,10.523650535030953,0,1,0,0,0
-218.26518327830127,774.699407203123,36.827130197361114,103.17024265372567,10.578547637977849,0,1,0,0,0
-218.7502686457592,773.7590054813772,36.85135944075883,103.16984233121482,10.635049383770266,0,1,0,0,0
-219.23503359244205,772.8124513681978,36.87586159985513,103.16944230419634,10.678689552203895,0,1,0,0,0
-219.71834015479544,771.8594159632921,36.89857866689563,103.16904352341083,10.733158494200385,0,1,0,0,0
-220.19902062037727,770.8993437411264,36.91821987628937,103.16864696532133,10.782721778366986,0,1,0,0,0
-220.6778155437205,769.9334870642051,36.93547439090908,103.1682520067229,10.823361114547204,0,1,0,0,0
-221.1532148605911,768.961561168544,36.952004914917055,103.16785990909526,10.855075520949233,0,1,0,0,0
-221.62434353563003,767.9841194655746,36.96948534604162,103.1674713987076,10.88595440502011,0,1,0,0,0
-222.08993405406363,767.0008890926838,36.98767516091466,103.16708753480786,10.90985411951995,0,1,0,0,0
-222.5486990403151,766.012118156068,37.00560785997659,103.16670939020027,10.929600425268264,0,1,0,0,0
-223.00098930334207,765.0182746937498,37.02338971178979,103.16633667044547,10.946581065538327,0,1,0,0,0
-223.44700765633024,764.0195687264204,37.039571543037894,103.16596920461554,10.961913848618705,0,3,0,0,0
-223.88821251055924,763.0165776098147,37.05384160745889,103.16560577402524,10.979199546110985,0,3,0,0,0
-224.32369505381212,762.0093947798014,37.0683382794261,103.1652471360797,10.994343807469862,0,3,0,0,0
-224.7532786956872,760.9978464543819,37.084123028256,103.16489343912863,11.013395438536545,0,3,0,0,0
-225.17750825855182,759.9825661154464,37.10086069237441,103.1645442256246,11.023706363301203,0,3,0,0,0
-225.59790721116588,758.9636799553409,37.11654335614294,103.16419822411838,11.045897682214125,0,3,0,0,0
-226.01238801894942,757.9406978003681,37.13121477402747,103.16385717791007,11.056926164372966,0,3,0,0,0
-226.41986415709835,756.9131718529388,37.14557117670775,103.16352199625514,11.071072407564634,0,3,0,0,0
-226.82046784070553,755.8813808886334,37.15932168979198,103.16319256704259,11.088446124278061,0,3,0,0,0
-227.21466840046924,754.8458608565852,37.170487970858815,103.16286849638719,11.097356054582487,0,3,0,0,0
-227.6036633173353,753.8073840532452,37.18137779068202,103.16254878210331,11.10818776698581,0,3,0,0,0
-227.9865529742092,752.7657075319439,37.19400066677481,103.16223417506127,11.112231873644753,0,3,0,0,0
-228.3615918693249,751.7206547027454,37.21007419172675,103.16192613284605,11.117505633402331,0,3,0,0,0
-228.728281364718,750.6721146963537,37.22733470592648,103.16162507149012,11.126199539203698,0,3,0,0,0
-229.08751363045303,749.6204963261262,37.24307595919818,103.16133024534105,11.127637652525147,0,3,0,0,0
-229.43929586658487,748.5657711243257,37.2575519958511,103.16104164841106,11.133222117189485,0,3,0,0,0
-229.7842871551402,747.5085005424917,37.27389772683382,103.16075872820892,11.137362733450747,0,3,0,0,0
-230.12017086299602,746.4481364740059,37.29296957775951,103.16048341943346,11.136327313026493,0,3,0,0,0
-230.4471479638014,745.3849605377764,37.314363591186705,103.16021555373392,11.130562802172703,0,3,0,0,0
-230.76556469860952,744.3190221367404,37.33606515899301,103.15995484194715,11.135773855098334,0,3,0,0,0
-231.07543924596393,743.2513100868091,37.35602392703295,103.15970126414162,11.136820687209676,0,3,0,0,0
-231.37658391078003,742.1808666372672,37.375094714388254,103.15945498134114,11.134661410302224,0,3,0,0,0
-231.66908222448546,741.1081374483183,37.39668523408473,103.1592159217681,11.135862533250277,0,3,0,0,0
-231.95417526754318,740.0332737769932,37.41931347437203,103.1589830497884,11.140574858470096,0,3,0,0,0
-232.23120417108294,738.9562911018729,37.43946886509657,103.15875691457829,11.139791358158776,0,3,0,0,0
-232.50055601540953,737.8771699108183,37.458146871812644,103.15853719357297,11.136668685708802,0,3,0,0,0
-232.7626245394349,736.7960865059868,37.47765815705061,103.15832355752518,11.141891158360108,0,3,0,0,0
-233.0183454125072,735.7134067434818,37.49976916033775,103.1581152238486,11.140616983476393,0,3,0,0,0
-233.26727021264378,734.6292483219877,37.522892859578135,103.15791256628343,11.140556020764969,0,3,0,0,0
-233.50872233574046,733.5433963872492,37.54510985948146,103.1577161502215,11.13805513952891,0,3,0,0,0
-233.74296135053737,732.4559333603829,37.56584308929742,103.15752575897963,11.13716090980857,0,3,0,0,0
-233.97155767539516,731.3673330256715,37.5864778066054,103.1573400800282,11.137099926177475,0,3,0,0,0
-234.19509306066902,730.2778815757483,37.60884440857917,103.15715862691876,11.134206376435753,0,3,0,0,0
-234.41272429330274,729.1874301610515,37.63310466129333,103.15698210369695,11.128757630205616,0,3,0,0,0
-234.62352860346437,728.0958012090996,37.65803158730269,103.15681128075454,11.127821819166234,0,3,0,0,0
-234.8275474453112,727.0028532324359,37.68200155515224,103.15664612439583,11.12801272762457,0,3,0,0,0
-235.02670380286872,725.9095680098981,37.70536649394781,103.15648502623439,11.117304702205779,0,3,0,0,0
-235.22206702432595,724.81752264034,37.72830076217652,103.15632708657036,11.089595538378385,0,3,0,0,0
-235.41205786948558,723.7274866532534,37.75039259232581,103.15617361895049,11.062620642942152,0,3,0,0,0
-235.59721153916325,722.6389407506213,37.77078916206956,103.15602417977658,11.037309340608289,0,3,0,0,0
-235.77933112101164,721.5525246355683,37.78879232592881,103.15587726161606,11.028897027183254,0,3,0,0,0
-235.9588484451524,720.4656468145549,37.805441334657374,103.1557325166948,11.04201350716654,0,3,0,0,0
-236.13468621653738,719.3772200327367,37.822835345566276,103.15559084844901,11.052046714021523,0,3,0,0,0
-236.30715239659185,718.2866687793285,37.842628276720646,103.15545200229901,11.073062295763814,0,3,0,0,0
-236.47796865314012,717.1951054558158,37.86435871366412,103.15531453722559,11.07081833900903,0,3,0,0,0
-236.64599861606257,716.1023812992498,37.88701907247305,103.15517940196156,11.074303998190908,0,3,0,0,0
-236.81196314300178,715.0098145520315,37.91534554194659,103.15504598870483,11.05943747098028,0,3,0,0,0
-236.97487180435564,713.9198551001027,37.951326080411675,103.15491511247116,11.019623548438027,0,3,0,0,0
-237.13532768766163,712.8342424342409,37.98775227442384,103.15478626262498,10.967807823707204,0,3,0,0,0
-237.29261129104998,711.7539745550603,38.019714643061164,103.15466003442938,10.90039319070914,0,3,0,0,0
-237.44730916881235,710.681081998162,38.045619100146,103.15453592896992,10.809122901457162,0,3,0,0,0
-237.6002485405188,709.6179511593655,38.07297455873341,103.15441324547642,10.70345775396402,0,3,0,0,0
-237.75051177036949,708.5657107625157,38.10761977992952,103.15429274419144,10.58449859139752,0,3,0,0,0
-237.8964675317984,707.5259336829185,38.14776064436883,103.15417577907495,10.446531787247944,0,3,0,0,0
-238.04067334608408,706.4973060451448,38.18582474701107,103.15406022189276,10.359647795069943,0,3,0,0,0
-238.1827861602069,705.4764576535672,38.218081187270585,103.15394637527399,10.285615273532125,0,3,0,0,0
-238.32293840969214,704.4624468917027,38.247199522145095,103.15383413209189,10.214228439597704,0,3,0,0,0
-238.4616368629504,703.4548010462895,38.27684250548482,103.1537230724518,10.153870256360495,0,3,0,0,0
-238.59993495838717,702.452683894895,38.30898260585964,103.15361232112741,10.103655537307867,0,3,0,0,0
-238.73750303586712,701.4552468890324,38.3441384581849,103.15350215728616,10.058672850607284,0,3,0,0,0
-238.87435788149014,700.4621574431658,38.381988297961655,103.15339256847128,10.029241513827941,0,3,0,0,0
-239.01000291813398,699.4706526631489,38.41726433746517,103.1532839812785,10.02522125833353,0,3,0,0,0
-239.14605344756274,698.4779813364148,38.44478292837739,103.15317506129519,10.045514197033956,0,3,0,0,0
-239.2830395551864,697.483193715103,38.46811791304499,103.15306537023523,10.066241300082977,0,3,0,0,0
-239.42009309574496,696.4860162017867,38.49534886032343,103.152955634171,10.113929332104142,0,3,0,0,0
-239.55766696407227,695.4855234036222,38.52378265168518,103.15284547900886,10.128676955262744,0,3,0,0,0
-239.69578509923303,694.482251460664,38.55072520654649,103.15273488273243,10.145473020345092,0,3,0,0,0
-239.832248685183,693.4771684119478,38.58144909683615,103.15262567492503,10.194000896138954,0,3,0,0,0
-239.9688095045858,692.4700618525967,38.60675257146359,103.15251639516794,10.188531007052134,0,3,0,0,0
-240.10612931550713,691.4604246392846,38.62313071712852,103.15240649408481,10.210508256509149,0,3,0,0,0
-240.24370198580436,690.4499195888638,38.63465644959361,103.15229638567972,10.217614309431413,0,3,0,0,0
-240.38134107837686,689.4387873811647,38.650266050174835,103.15218622489874,10.222124595858038,0,3,0,0,0
-240.51957015163498,688.4277491420507,38.67132238093764,103.1520755713225,10.219919252763278,0,3,0,0,0
-240.65832259779563,687.4166808966547,38.694086580351,103.15196448122798,10.221631729255893,0,3,0,0,0
-240.79645901708864,686.4054259154946,38.71378950476647,103.15185390584075,10.225223971148855,0,3,0,0,0
-240.93452076625545,685.3938280120492,38.72886394783855,103.15174339400386,10.227226879814765,0,3,0,0,0
-241.07267391920323,684.3817930566147,38.741075883433226,103.15163280826555,10.233076030954647,0,3,0,0,0
-241.21164363186108,683.3692414164543,38.75418520886451,103.15152154333393,10.23268057208984,0,3,0,0,0
-241.35094939148985,682.3564117681235,38.7699697798118,103.15140999928,10.241246317246723,0,3,0,0,0
